Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
76	-222.4400634765625	133.88089972994655	-3.0912275	-465.03384	200.0	-22.925146484375	53.56332233907826	8.65553	-232.17195	308000	1.31729257106781	208.6556396484375	-0.03824794292449951	-29.647415161132812	1.5060843229293823	0.017333928495645523	0.20550000667572021	8.0	522.7942655086517
77	-209.152685546875	226.86439369147377	-2.008387	-813.8922	200.0	-24.047310546875	58.1879089674135	5.3833976	-232.39253	312000	2.8405439853668213	894.6350708007812	-0.07011651992797852	-23.5968017578125	1.506616234779358	0.005632338114082813	0.04125000163912773	79.0	529.8635649681091
78	-256.99384765625	153.15066621631132	-1.6252514	-518.39056	200.0	-28.88755078125	57.74884414427704	3.0422442	-232.82617	316000	3.3288440704345703	1240.7857666015625	-0.1463456153869629	-435.406494140625	1.5086561441421509	0.01546477247029543	0.2175000160932541	23.0	536.0845351219177
79	-177.77288818359375	109.60521842617713	-1.3184557	-386.28265	200.0	-21.557998046875	51.36360092516879	1.3079216	-232.18925	320000	-2.122509717941284	312.6618957519531	-0.0960993766784668	-176.0038604736328	1.5096684694290161	0.006275782827287912	0.04025000333786011	79.0	544.0416684150696
80	-195.80401611328125	85.75531142442432	-2.567246	-386.58368	200.0	-20.279671875	48.04723197021864	5.9439793	-231.82947	324000	-0.10651733726263046	188.61703491210938	-0.051139287650585175	-130.2398681640625	1.4930297136306763	0.003760077292099595	0.04800000041723251	79.0	550.7792344093323
81	-177.09774169921874	118.57574715134626	-1.9432776	-452.19632	200.0	-17.27615234375	41.059536042191226	1.5032847	-230.06677	328000	1.450373888015747	383.5807189941406	-0.10866808891296387	-70.80908203125	1.486750841140747	0.005738202482461929	0.061500001698732376	79.0	557.9277749061584
82	-149.511962890625	84.46615446437703	-1.4281226	-253.71526	200.0	-13.37855078125	35.25167549209541	8.796516	-216.56699	332000	0.6182405352592468	188.25843811035156	-0.06619995832443237	-25.6591796875	1.4869165420532227	0.002491103718057275	0.019500000402331352	79.0	564.8139114379883
83	-171.814404296875	135.26817114532156	-1.3629595	-507.96658	200.0	-18.0311484375	44.755156127534626	1.4744978	-229.74097	336000	0.10358045250177383	303.1193542480469	-0.0826629102230072	-26.03497314453125	1.4810947179794312	0.0019819329027086496	0.01875000074505806	79.0	572.0284547805786
84	-209.545556640625	118.46980100430658	-1.7329097	-423.9248	200.0	-22.698576171875	53.10190439146227	10.66992	-232.87393	340000	-0.5276368856430054	192.87486267089844	-0.09091806411743164	-33.95967102050781	1.4784958362579346	0.0021923535969108343	0.03350000083446503	79.0	579.2368092536926
85	-143.42252197265626	83.45823244294118	-1.08963	-383.4069	200.0	-12.67350390625	38.017584747061456	7.1660213	-232.78891	344000	-0.758139967918396	45.42843246459961	-0.027401447296142578	-18.80823516845703	1.4793837070465088	0.004944865126162767	0.048500001430511475	79.0	586.3994054794312
